Year,Month,Day,Period,1
2016,3,27,1,31.8688108
2016,3,27,2,32.1030358
2016,3,27,3,32.2895356
2016,3,27,4,32.76132055
2016,3,27,5,33.45392395
2016,3,27,6,34.35246365
2016,3,27,7,34.73151245
2016,3,27,8,33.4004785
2016,3,27,9,27.44048295
2016,3,27,10,23.79459015
2016,3,27,11,25.259273
2016,3,27,12,26.59358915
2016,3,27,13,26.447898
2016,3,27,14,25.5394956
2016,3,27,15,24.2623872
2016,3,27,16,22.59917345
2016,3,27,17,20.80863525
2016,3,27,18,19.7578135
2016,3,27,19,21.18266305
2016,3,27,20,22.62943525
2016,3,27,21,22.5931347
2016,3,27,22,23.0635314
2016,3,27,23,23.08735675
2016,3,27,24,23.60142425
2016,3,28,1,24.71749215
2016,3,28,2,25.66223755
2016,3,28,3,26.24651695
2016,3,28,4,26.53825375
2016,3,28,5,26.7868519
2016,3,28,6,27.2286455
2016,3,28,7,27.96680405
2016,3,28,8,27.9001208
2016,3,28,9,21.1364582
2016,3,28,10,18.04766515
2016,3,28,11,20.5594498
2016,3,28,12,21.4457256
2016,3,28,13,21.54757315
2016,3,28,14,21.47378295
2016,3,28,15,21.4738518
2016,3,28,16,21.1900901
2016,3,28,17,20.65296775
2016,3,28,18,20.00599635
2016,3,28,19,20.76855075
2016,3,28,20,21.02218105
2016,3,28,21,20.48820415
2016,3,28,22,20.5957752
2016,3,28,23,20.55336545
2016,3,28,24,20.67518885
2016,3,29,1,20.18615895
2016,3,29,2,19.4573862
2016,3,29,3,18.8619359
2016,3,29,4,18.96014275
2016,3,29,5,19.951962
2016,3,29,6,21.8808115
2016,3,29,7,24.3849435
2016,3,29,8,26.622958
2016,3,29,9,22.1733389
2016,3,29,10,15.9786807
2016,3,29,11,19.9358229
2016,3,29,12,24.03615495
2016,3,29,13,25.35498895
2016,3,29,14,25.4224283
2016,3,29,15,26.1385034
2016,3,29,16,27.092585
2016,3,29,17,26.82669635
2016,3,29,18,26.68664305
2016,3,29,19,28.29762595
2016,3,29,20,29.00182195
2016,3,29,21,29.04447735
2016,3,29,22,28.4619463
2016,3,29,23,26.8124296
2016,3,29,24,25.2885778
2016,3,30,1,23.5777173
2016,3,30,2,21.3858509
2016,3,30,3,19.99771315
2016,3,30,4,19.36702885
2016,3,30,5,18.90958185
2016,3,30,6,19.1839289
2016,3,30,7,19.87844945
2016,3,30,8,19.87950405
2016,3,30,9,14.61265845
2016,3,30,10,10.81591425
2016,3,30,11,12.9922921
2016,3,30,12,16.8697054
2016,3,30,13,20.1886298
2016,3,30,14,22.30966185
2016,3,30,15,23.92368215
2016,3,30,16,25.219663
2016,3,30,17,26.78247505
2016,3,30,18,28.44919825
2016,3,30,19,29.7776373
2016,3,30,20,28.36391785
2016,3,30,21,25.94391165
2016,3,30,22,23.18868905
2016,3,30,23,20.30036245
2016,3,30,24,17.4312084
2016,3,31,1,15.71392105
2016,3,31,2,14.5858653
2016,3,31,3,15.3755081
2016,3,31,4,14.04462215
2016,3,31,5,13.22674195
2016,3,31,6,12.73257265
2016,3,31,7,12.614506
2016,3,31,8,11.844819
2016,3,31,9,8.2182899
2016,3,31,10,6.6957304
2016,3,31,11,7.61282725
2016,3,31,12,9.98628135
2016,3,31,13,14.57574495
2016,3,31,14,20.9550834
2016,3,31,15,27.42724365
2016,3,31,16,32.56179505
2016,3,31,17,36.83260465
2016,3,31,18,39.8895356
2016,3,31,19,41.09128635
2016,3,31,20,40.39986155
2016,3,31,21,37.7140675
2016,3,31,22,34.08772005
2016,3,31,23,31.04876455
2016,3,31,24,29.22836145
2016,4,1,1,28.1808179
2016,4,1,2,26.91733375
2016,4,1,3,26.23305435
2016,4,1,4,25.3535639
2016,4,1,5,24.0545625
2016,4,1,6,23.2056259
2016,4,1,7,22.8469098
2016,4,1,8,21.6754721
2016,4,1,9,14.65707895
2016,4,1,10,11.26168785
2016,4,1,11,11.1521772
2016,4,1,12,11.9496063
2016,4,1,13,13.5485045
2016,4,1,14,15.99256095
2016,4,1,15,18.9993719
2016,4,1,16,22.01861155
2016,4,1,17,24.4350003
2016,4,1,18,27.33208375
2016,4,1,19,32.2321662
2016,4,1,20,36.8458584
2016,4,1,21,38.4193085
2016,4,1,22,37.79291545
2016,4,1,23,36.4858533
2016,4,1,24,34.72936405
2016,4,2,1,32.410334
2016,4,2,2,28.9980276
2016,4,2,3,25.74039095
2016,4,2,4,22.4874088
2016,4,2,5,20.0457224
2016,4,2,6,18.1853332
2016,4,2,7,16.56442195
2016,4,2,8,14.7307259
2016,4,2,9,9.66898525
2016,4,2,10,5.52002465
2016,4,2,11,5.9083544
2016,4,2,12,8.50066655
2016,4,2,13,12.1150389
2016,4,2,14,16.21165585
2016,4,2,15,20.3863758
2016,4,2,16,24.75067535
2016,4,2,17,29.03208535
2016,4,2,18,33.6712409
2016,4,2,19,41.43507875
2016,4,2,20,47.5842658
2016,4,2,21,49.365695
2016,4,2,22,49.69554395
2016,4,2,23,49.0494319
2016,4,2,24,47.7719562
2016,4,3,1,46.27329165
2016,4,3,2,44.3890819
2016,4,3,3,43.4568165
2016,4,3,4,42.5083672
2016,4,3,5,42.2348139
2016,4,3,6,42.42582095
2016,4,3,7,42.97155855
2016,4,3,8,42.4902053
2016,4,3,9,34.7436788
2016,4,3,10,24.5870679
2016,4,3,11,20.87522725
2016,4,3,12,18.22634425
2016,4,3,13,15.90749905
2016,4,3,14,15.43608455
2016,4,3,15,17.06018915
2016,4,3,16,20.2135074
2016,4,3,17,25.57260435
2016,4,3,18,33.12986415
2016,4,3,19,45.4723259
2016,4,3,20,56.94877895
2016,4,3,21,62.9453023
2016,4,3,22,65.60018885
2016,4,3,23,66.4682843
2016,4,3,24,66.31736655
2016,4,4,1,65.446933
2016,4,4,2,64.36079965
2016,4,4,3,62.2849443
2016,4,4,4,60.1817701
2016,4,4,5,58.1980428
2016,4,4,6,56.97785975
2016,4,4,7,56.17524725
2016,4,4,8,54.59550955
2016,4,4,9,49.03362165
2016,4,4,10,42.31904045
2016,4,4,11,39.99505985
2016,4,4,12,38.7061236
2016,4,4,13,37.09463815
2016,4,4,14,35.85127785
2016,4,4,15,35.0407366
2016,4,4,16,35.31808265
2016,4,4,17,36.813425
2016,4,4,18,40.0505977
2016,4,4,19,45.53266225
2016,4,4,20,48.8843306
2016,4,4,21,48.82625865
2016,4,4,22,47.74256575
2016,4,4,23,46.57943845
2016,4,4,24,45.81844275
2016,4,5,1,45.14933665
2016,4,5,2,43.97062315
2016,4,5,3,43.1191597
2016,4,5,4,42.6625136
2016,4,5,5,43.16804345
2016,4,5,6,43.18771925
2016,4,5,7,43.97069515
2016,4,5,8,42.99413805
2016,4,5,9,37.0832352
2016,4,5,10,32.5906966
2016,4,5,11,31.8890043
2016,4,5,12,31.53678305
2016,4,5,13,31.44870055
2016,4,5,14,31.74492705
2016,4,5,15,32.69497985
2016,4,5,16,32.97213065
2016,4,5,17,32.22368935
2016,4,5,18,31.8890435
2016,4,5,19,33.53882345
2016,4,5,20,35.2188636
2016,4,5,21,35.617721
2016,4,5,22,35.4725211
2016,4,5,23,35.4801762
2016,4,5,24,35.7754417
2016,4,6,1,35.75292615
2016,4,6,2,35.61955655
2016,4,6,3,35.1485533
2016,4,6,4,34.51003795
2016,4,6,5,33.98248225
2016,4,6,6,33.1431411
2016,4,6,7,32.3391443
2016,4,6,8,31.64963275
2016,4,6,9,27.59960955
2016,4,6,10,23.9858301
2016,4,6,11,23.2368615
2016,4,6,12,22.5957312
2016,4,6,13,21.0079183
2016,4,6,14,20.30383035
2016,4,6,15,21.54459415
2016,4,6,16,24.53928675
2016,4,6,17,29.04457095
2016,4,6,18,34.759377
2016,4,6,19,42.79459575
2016,4,6,20,51.40239165
2016,4,6,21,57.49456535
2016,4,6,22,61.54292105
2016,4,6,23,63.68196855
2016,4,6,24,65.2432467
2016,4,7,1,66.5942685
2016,4,7,2,67.0500504
2016,4,7,3,66.4848171
2016,4,7,4,64.99202565
2016,4,7,5,63.4827047
2016,4,7,6,61.59306745
2016,4,7,7,60.1786063
2016,4,7,8,58.43049465
2016,4,7,9,51.3969386
2016,4,7,10,44.55504895
2016,4,7,11,41.91736095
2016,4,7,12,38.1863478
2016,4,7,13,32.8322854
2016,4,7,14,27.1812172
2016,4,7,15,22.3229828
2016,4,7,16,19.33412575
2016,4,7,17,19.01175105
2016,4,7,18,20.8572774
2016,4,7,19,24.77119925
2016,4,7,20,28.11266165
2016,4,7,21,30.4724451
2016,4,7,22,32.64254175
2016,4,7,23,34.84027015
2016,4,7,24,36.85818715
2016,4,8,1,38.1629929
2016,4,8,2,38.97899515
2016,4,8,3,39.6969202
2016,4,8,4,40.0552378
2016,4,8,5,40.77429025
2016,4,8,6,41.47572735
2016,4,8,7,41.8443805
2016,4,8,8,41.09601765
2016,4,8,9,34.1796481
2016,4,8,10,24.98825455
2016,4,8,11,22.16895005
2016,4,8,12,19.2869447
2016,4,8,13,14.9436332
2016,4,8,14,11.1890155
2016,4,8,15,9.00502095
2016,4,8,16,7.9182595
2016,4,8,17,7.73253665
2016,4,8,18,9.36637355
2016,4,8,19,12.8932363
2016,4,8,20,15.63299995
2016,4,8,21,18.1984013
2016,4,8,22,20.13139085
2016,4,8,23,21.39702185
2016,4,8,24,22.3541408
2016,4,9,1,23.04932145
2016,4,9,2,23.39620405
2016,4,9,3,23.3379953
2016,4,9,4,22.7858909
2016,4,9,5,22.18098915
2016,4,9,6,21.4890747
2016,4,9,7,20.96588305
2016,4,9,8,20.3061892
2016,4,9,9,16.3394772
2016,4,9,10,10.31441235
2016,4,9,11,10.20742305
2016,4,9,12,10.39613125
2016,4,9,13,9.4592546
2016,4,9,14,8.8349515
2016,4,9,15,8.83104675
2016,4,9,16,9.3739438
2016,4,9,17,10.7115846
2016,4,9,18,14.35234045
2016,4,9,19,20.0691845
2016,4,9,20,23.19301145
2016,4,9,21,24.6837353
2016,4,9,22,24.91483325
2016,4,9,23,24.8110661
2016,4,9,24,25.02054635
2016,4,10,1,25.90398715
2016,4,10,2,26.7068797
2016,4,10,3,15.9672289
2016,4,10,4,15.6697382
2016,4,10,5,15.5545625
2016,4,10,6,15.30591315
2016,4,10,7,14.8962625
2016,4,10,8,14.58306875
2016,4,10,9,12.1379425
2016,4,10,10,8.2234021
2016,4,10,11,7.85603795
2016,4,10,12,9.55291895
2016,4,10,13,11.37524085
2016,4,10,14,13.00390475
2016,4,10,15,14.1780086
2016,4,10,16,15.1999152
2016,4,10,17,17.0881369
2016,4,10,18,20.8478292
2016,4,10,19,24.9125424
2016,4,10,20,27.75904095
2016,4,10,21,30.3748824
2016,4,10,22,32.42462235
2016,4,10,23,33.485438
2016,4,10,24,33.84664895
2016,4,11,1,33.9567093
2016,4,11,2,33.6494631
2016,4,11,3,32.1677866
2016,4,11,4,29.21222635
2016,4,11,5,27.42849825
2016,4,11,6,26.95505535
2016,4,11,7,26.9186708
2016,4,11,8,26.34568875
2016,4,11,9,21.84917825
2016,4,11,10,15.7608101
2016,4,11,11,15.03881385
2016,4,11,12,15.4964089
2016,4,11,13,15.9797337
2016,4,11,14,16.97014465
2016,4,11,15,18.57568575
2016,4,11,16,21.1193741
2016,4,11,17,22.47536405
2016,4,11,18,24.84255375
2016,4,11,19,27.42887995
2016,4,11,20,26.8942085
2016,4,11,21,26.1827031
2016,4,11,22,24.18503715
2016,4,11,23,22.23816415
2016,4,11,24,19.9927802
2016,4,12,1,18.3718066
2016,4,12,2,17.42205785
2016,4,12,3,16.32939125
2016,4,12,4,14.8666056
2016,4,12,5,13.5912319
2016,4,12,6,12.6004121
2016,4,12,7,12.04927985
2016,4,12,8,11.4369575
2016,4,12,9,8.2212521
2016,4,12,10,4.09078865
2016,4,12,11,3.21434195
2016,4,12,12,3.2177626
2016,4,12,13,3.8212337
2016,4,12,14,4.94174
2016,4,12,15,6.990627
2016,4,12,16,10.0656798
2016,4,12,17,13.2917704
2016,4,12,18,17.46443155
2016,4,12,19,22.0895852
2016,4,12,20,25.2884514
2016,4,12,21,27.6110133
2016,4,12,22,28.42637385
2016,4,12,23,28.058296
2016,4,12,24,27.9005969
2016,4,13,1,28.0868911
2016,4,13,2,28.173971
2016,4,13,3,27.5359813
2016,4,13,4,27.20192595
2016,4,13,5,27.56843875
2016,4,13,6,27.7051994
2016,4,13,7,27.53313995
2016,4,13,8,26.56281525
2016,4,13,9,20.648959
2016,4,13,10,12.3032094
2016,4,13,11,8.5505057
2016,4,13,12,6.45847445
2016,4,13,13,5.3067933
2016,4,13,14,5.75960825
2016,4,13,15,8.19868855
2016,4,13,16,12.0644572
2016,4,13,17,16.172926
2016,4,13,18,20.8062012
2016,4,13,19,25.36488525
2016,4,13,20,28.27722605
2016,4,13,21,30.10447045
2016,4,13,22,31.86899805
2016,4,13,23,32.5874032
2016,4,13,24,32.49702345
2016,4,14,1,32.07584815
2016,4,14,2,30.76940615
2016,4,14,3,28.35757905
2016,4,14,4,26.06757215
2016,4,14,5,24.3838137
2016,4,14,6,22.7291576
2016,4,14,7,21.2030502
2016,4,14,8,19.8162439
2016,4,14,9,15.5501168
2016,4,14,10,10.5727964
2016,4,14,11,8.7556067
2016,4,14,12,7.6675946
2016,4,14,13,8.1754841
2016,4,14,14,10.43203735
2016,4,14,15,14.7504345
2016,4,14,16,21.1972979
2016,4,14,17,26.8098811
2016,4,14,18,30.4510138
2016,4,14,19,33.6436556
2016,4,14,20,34.47738205
2016,4,14,21,33.28677345
2016,4,14,22,31.70810395
2016,4,14,23,29.8109637
2016,4,14,24,28.09705145
2016,4,15,1,27.32378615
2016,4,15,2,26.54932865
2016,4,15,3,25.0703399
2016,4,15,4,24.4068413
2016,4,15,5,25.31702565
2016,4,15,6,26.24097185
2016,4,15,7,27.21485645
2016,4,15,8,28.077058
2016,4,15,9,26.22577055
2016,4,15,10,26.14237295
2016,4,15,11,28.2863798
2016,4,15,12,30.44289385
2016,4,15,13,32.8480156
2016,4,15,14,35.7139915
2016,4,15,15,38.6594794
2016,4,15,16,41.21227835
2016,4,15,17,43.70692055
2016,4,15,18,46.85379035
2016,4,15,19,50.88870905
2016,4,15,20,54.6614006
2016,4,15,21,57.8708424
2016,4,15,22,59.2962657
2016,4,15,23,58.9739198
2016,4,15,24,59.37484555
2016,4,16,1,59.606246
2016,4,16,2,58.815707
2016,4,16,3,56.8714705
2016,4,16,4,54.8140571
2016,4,16,5,52.62425745
2016,4,16,6,50.6468778
2016,4,16,7,49.5010498
2016,4,16,8,48.5380577
2016,4,16,9,42.8068493
2016,4,16,10,39.05909055
2016,4,16,11,37.69189045
2016,4,16,12,35.75185395
2016,4,16,13,32.7667264
2016,4,16,14,29.78872825
2016,4,16,15,27.77164815
2016,4,16,16,27.3082576
2016,4,16,17,29.14763235
2016,4,16,18,33.11788905
2016,4,16,19,39.4040984
2016,4,16,20,44.85184595
2016,4,16,21,48.2594986
2016,4,16,22,50.18045945
2016,4,16,23,50.79919825
2016,4,16,24,51.06341135
2016,4,17,1,50.80389515
2016,4,17,2,48.5942973
2016,4,17,3,45.60815355
2016,4,17,4,43.3494511
2016,4,17,5,40.95758545
2016,4,17,6,39.1343754
2016,4,17,7,37.74599525
2016,4,17,8,35.1073102
2016,4,17,9,27.92107285
2016,4,17,10,20.6796057
2016,4,17,11,18.605197
2016,4,17,12,17.39924545
2016,4,17,13,16.624043
2016,4,17,14,16.344839
2016,4,17,15,16.51702805
2016,4,17,16,17.16753615
2016,4,17,17,18.3624184
2016,4,17,18,20.24863335
2016,4,17,19,22.97950885
2016,4,17,20,24.1733133
2016,4,17,21,24.4032518
2016,4,17,22,24.14099665
2016,4,17,23,24.0963833
2016,4,17,24,24.9125488
2016,4,18,1,25.5348723
2016,4,18,2,26.3141131
2016,4,18,3,27.2022132
2016,4,18,4,27.7677706
2016,4,18,5,28.25653885
2016,4,18,6,29.5842714
2016,4,18,7,30.851089
2016,4,18,8,31.10067695
2016,4,18,9,25.48103235
2016,4,18,10,17.7868623
2016,4,18,11,15.73261825
2016,4,18,12,15.0254241
2016,4,18,13,15.33413695
2016,4,18,14,16.39501825
2016,4,18,15,17.6353068
2016,4,18,16,18.47952645
2016,4,18,17,18.9011482
2016,4,18,18,19.7441709
2016,4,18,19,23.142593
2016,4,18,20,26.28788325
2016,4,18,21,29.37433825
2016,4,18,22,32.51007395
2016,4,18,23,36.61795865
2016,4,18,24,39.6879625
2016,4,19,1,42.4384994
2016,4,19,2,45.73720075
2016,4,19,3,48.796989
2016,4,19,4,50.6306163
2016,4,19,5,51.4667672
2016,4,19,6,52.0718634
2016,4,19,7,52.5093706
2016,4,19,8,52.1115374
2016,4,19,9,45.42277635
2016,4,19,10,38.90913615
2016,4,19,11,40.5145844
2016,4,19,12,43.8181555
2016,4,19,13,46.8475019
2016,4,19,14,48.83839855
2016,4,19,15,49.9583128
2016,4,19,16,50.3348147
2016,4,19,17,49.6457504
2016,4,19,18,49.4454271
2016,4,19,19,50.8483525
2016,4,19,20,51.0370671
2016,4,19,21,49.9431387
2016,4,19,22,48.28417855
2016,4,19,23,46.8411943
2016,4,19,24,45.23001215
2016,4,20,1,43.4402189
2016,4,20,2,41.91427875
2016,4,20,3,36.03886745
2016,4,20,4,35.405085
2016,4,20,5,33.81594945
2016,4,20,6,33.4426002
2016,4,20,7,33.9062908
2016,4,20,8,33.08931635
2016,4,20,9,27.71546615
2016,4,20,10,21.9431307
2016,4,20,11,19.3245271
2016,4,20,12,18.2467882
2016,4,20,13,17.3745911
2016,4,20,14,17.01741695
2016,4,20,15,17.41944935
2016,4,20,16,18.6108573
2016,4,20,17,20.36163345
2016,4,20,18,23.59813405
2016,4,20,19,29.9312828
2016,4,20,20,34.89553275
2016,4,20,21,37.60031845
2016,4,20,22,38.99402845
2016,4,20,23,39.1870327
2016,4,20,24,39.03930755
2016,4,21,1,39.2974731
2016,4,21,2,39.39464375
2016,4,21,3,39.31116615
2016,4,21,4,38.7650349
2016,4,21,5,38.07574655
2016,4,21,6,37.54982155
2016,4,21,7,37.1192773
2016,4,21,8,36.9183531
2016,4,21,9,33.66496925
2016,4,21,10,23.7052994
2016,4,21,11,18.5239198
2016,4,21,12,16.5614142
2016,4,21,13,15.0665496
2016,4,21,14,14.02422945
2016,4,21,15,13.6552802
2016,4,21,16,13.6489326
2016,4,21,17,14.5443925
2016,4,21,18,17.27005985
2016,4,21,19,21.71650875
2016,4,21,20,25.20290615
2016,4,21,21,28.3505633
2016,4,21,22,31.4447174
2016,4,21,23,34.4136586
2016,4,21,24,37.29141915
2016,4,22,1,40.16436515
2016,4,22,2,42.72056075
2016,4,22,3,44.46060525
2016,4,22,4,45.40387755
2016,4,22,5,46.22584015
2016,4,22,6,47.0411159
2016,4,22,7,47.7037687
2016,4,22,8,48.0426194
2016,4,22,9,44.882223
2016,4,22,10,36.8895412
2016,4,22,11,34.3286359
2016,4,22,12,35.9558435
2016,4,22,13,37.7827967
2016,4,22,14,39.07882795
2016,4,22,15,40.51130215
2016,4,22,16,41.1110645
2016,4,22,17,39.665531
2016,4,22,18,38.07641945
2016,4,22,19,37.8103868
2016,4,22,20,37.344879
2016,4,22,21,37.00654685
2016,4,22,22,37.12676115
2016,4,22,23,37.31755695
2016,4,22,24,37.1751224
2016,4,23,1,37.5699078
2016,4,23,2,37.94621125
2016,4,23,3,38.22788935
2016,4,23,4,38.3780798
2016,4,23,5,38.16161825
2016,4,23,6,37.8697358
2016,4,23,7,38.628087
2016,4,23,8,39.3646684
2016,4,23,9,35.70700615
2016,4,23,10,30.3089225
2016,4,23,11,29.55957625
2016,4,23,12,31.45395515
2016,4,23,13,35.1290448
2016,4,23,14,40.21852835
2016,4,23,15,42.58140205
2016,4,23,16,42.31474045
2016,4,23,17,39.0270308
2016,4,23,18,36.3115686
2016,4,23,19,36.28317675
2016,4,23,20,34.4561836
2016,4,23,21,31.0672105
2016,4,23,22,27.5031766
2016,4,23,23,24.5931891
2016,4,23,24,22.4306347
2016,4,24,1,20.77287
2016,4,24,2,19.37370055
2016,4,24,3,18.8073582
2016,4,24,4,19.2415504
2016,4,24,5,19.9703279
2016,4,24,6,21.30905055
2016,4,24,7,23.25863525
2016,4,24,8,25.10078495
2016,4,24,9,22.77265075
2016,4,24,10,17.32633945
2016,4,24,11,17.4015411
2016,4,24,12,19.71704885
2016,4,24,13,22.2041448
2016,4,24,14,25.0181803
2016,4,24,15,27.4035303
2016,4,24,16,28.9053154
2016,4,24,17,28.7360005
2016,4,24,18,28.3729252
2016,4,24,19,30.41476365
2016,4,24,20,32.37330205
2016,4,24,21,32.19513905
2016,4,24,22,31.08570125
2016,4,24,23,29.63351365
2016,4,24,24,27.81216395
2016,4,25,1,26.69826205
2016,4,25,2,26.43782005
2016,4,25,3,26.2303098
2016,4,25,4,27.576061
2016,4,25,5,29.00649405
2016,4,25,6,30.17939045
2016,4,25,7,31.79559675
2016,4,25,8,33.29726025
2016,4,25,9,30.77212585
2016,4,25,10,26.7405646
2016,4,25,11,30.0110189
2016,4,25,12,36.4557379
2016,4,25,13,42.86747055
2016,4,25,14,48.3785199
2016,4,25,15,52.84253775
2016,4,25,16,54.98212535
2016,4,25,17,55.9660735
2016,4,25,18,56.2217978
2016,4,25,19,57.5488422
2016,4,25,20,58.4270956
2016,4,25,21,58.3478188
2016,4,25,22,57.05483295
2016,4,25,23,54.92827425
2016,4,25,24,52.7938268
2016,4,26,1,51.1286439
2016,4,26,2,50.07690915
2016,4,26,3,48.7749656
2016,4,26,4,47.80767825
2016,4,26,5,47.06163505
2016,4,26,6,46.9134218
2016,4,26,7,46.23297035
2016,4,26,8,44.68399855
2016,4,26,9,38.6858421
2016,4,26,10,35.4812252
2016,4,26,11,36.03102515
2016,4,26,12,36.73781285
2016,4,26,13,36.7327583
2016,4,26,14,36.11121735
2016,4,26,15,35.0875712
2016,4,26,16,33.5931499
2016,4,26,17,31.76019235
2016,4,26,18,32.3531646
2016,4,26,19,37.13839055
2016,4,26,20,42.3328519
2016,4,26,21,45.7374232
2016,4,26,22,47.4214337
2016,4,26,23,47.7915704
2016,4,26,24,47.10853045
2016,4,27,1,46.2985029
2016,4,27,2,45.33049625
2016,4,27,3,44.2255865
2016,4,27,4,43.10796635
2016,4,27,5,42.3042744
2016,4,27,6,41.74292185
2016,4,27,7,41.1785271
2016,4,27,8,40.2218546
2016,4,27,9,33.7115438
2016,4,27,10,23.36024355
2016,4,27,11,19.4406806
2016,4,27,12,17.0922305
2016,4,27,13,15.01063725
2016,4,27,14,13.6176922
2016,4,27,15,12.69560875
2016,4,27,16,12.18091875
2016,4,27,17,12.18765045
2016,4,27,18,14.0593258
2016,4,27,19,17.67781735
2016,4,27,20,20.3297617
2016,4,27,21,21.95124505
2016,4,27,22,23.1183443
2016,4,27,23,23.66380025
2016,4,27,24,23.7036303
2016,4,28,1,24.05559865
2016,4,28,2,24.8891755
2016,4,28,3,26.34986795
2016,4,28,4,28.08000415
2016,4,28,5,29.11694645
2016,4,28,6,29.33308635
2016,4,28,7,29.1791168
2016,4,28,8,28.8926514
2016,4,28,9,26.46229195
2016,4,28,10,21.2709136
2016,4,28,11,19.5686668
2016,4,28,12,20.7199118
2016,4,28,13,22.02471515
2016,4,28,14,23.06601345
2016,4,28,15,24.3640043
2016,4,28,16,25.75559625
2016,4,28,17,26.4105164
2016,4,28,18,28.1260938
2016,4,28,19,31.1890211
2016,4,28,20,32.28712155
2016,4,28,21,32.17212025
2016,4,28,22,31.80445685
2016,4,28,23,31.4228484
2016,4,28,24,30.6708352
2016,4,29,1,30.155169
2016,4,29,2,30.0571726
2016,4,29,3,30.18306235
2016,4,29,4,30.4030374
2016,4,29,5,30.8374224
2016,4,29,6,31.4160631
2016,4,29,7,31.8035471
2016,4,29,8,32.07683075
2016,4,29,9,29.60481935
2016,4,29,10,21.9233981
2016,4,29,11,16.8130033
2016,4,29,12,15.7307011
2016,4,29,13,15.32216185
2016,4,29,14,14.68726395
2016,4,29,15,13.82016225
2016,4,29,16,13.0719514
2016,4,29,17,13.5729204
2016,4,29,18,17.6683163
2016,4,29,19,24.7693581
2016,4,29,20,30.9349371
2016,4,29,21,36.3901085
2016,4,29,22,41.5303378
2016,4,29,23,44.9063116
2016,4,29,24,46.820908
2016,4,30,1,48.0520004
2016,4,30,2,48.4641491
2016,4,30,3,47.17064155
2016,4,30,4,46.3614798
2016,4,30,5,46.1744191
2016,4,30,6,45.480109
2016,4,30,7,45.51687285
2016,4,30,8,45.0912471
2016,4,30,9,41.04094225
2016,4,30,10,29.5207552
2016,4,30,11,23.73111475
2016,4,30,12,23.5140899
2016,4,30,13,22.9422369
2016,4,30,14,21.0588105
2016,4,30,15,19.69806365
2016,4,30,16,19.0011586
2016,4,30,17,18.6833768
2016,4,30,18,20.87902075
2016,4,30,19,26.22782215
2016,4,30,20,32.1493583
2016,4,30,21,37.7422209
2016,4,30,22,42.32461355
2016,4,30,23,45.60492575
2016,4,30,24,47.43621015
2016,5,1,1,48.5999176
2016,5,1,2,48.3131401
2016,5,1,3,47.545744
2016,5,1,4,46.2900741
2016,5,1,5,44.43874825
2016,5,1,6,42.573987
2016,5,1,7,42.7363966
2016,5,1,8,43.16320655
2016,5,1,9,39.57305325
2016,5,1,10,34.18560685
2016,5,1,11,30.9589569
2016,5,1,12,30.91005075
2016,5,1,13,31.141768
2016,5,1,14,31.3037391
2016,5,1,15,29.78258225
2016,5,1,16,29.1698102
2016,5,1,17,29.2469098
2016,5,1,18,30.1666896
2016,5,1,19,31.3928362
2016,5,1,20,32.4281286
2016,5,1,21,33.76692085
2016,5,1,22,33.04181525
2016,5,1,23,31.5980356
2016,5,1,24,30.73509075
2016,5,2,1,29.7275789
2016,5,2,2,29.4828903
2016,5,2,3,30.00765745
2016,5,2,4,30.61472365
2016,5,2,5,30.2745551
2016,5,2,6,30.5201983
2016,5,2,7,30.36078845
2016,5,2,8,29.73667905
2016,5,2,9,25.6119503
2016,5,2,10,18.29925345
2016,5,2,11,14.74036775
2016,5,2,12,13.1035639
2016,5,2,13,11.96845875
2016,5,2,14,11.2338185
2016,5,2,15,10.9583632
2016,5,2,16,10.992709
2016,5,2,17,11.72671475
2016,5,2,18,14.3365262
2016,5,2,19,17.69923025
2016,5,2,20,19.7187412
2016,5,2,21,21.37320445
2016,5,2,22,23.07993695
2016,5,2,23,24.6807299
2016,5,2,24,26.0739334
2016,5,3,1,27.08039465
2016,5,3,2,27.84042295
2016,5,3,3,28.24508465
2016,5,3,4,28.5245239
2016,5,3,5,29.3662471
2016,5,3,6,30.235298
2016,5,3,7,30.9588249
2016,5,3,8,31.55858805
2016,5,3,9,29.3025837
2016,5,3,10,20.9926378
2016,5,3,11,16.39616245
2016,5,3,12,16.36796185
2016,5,3,13,16.53773365
2016,5,3,14,16.0454343
2016,5,3,15,15.4438796
2016,5,3,16,15.3943589
2016,5,3,17,16.0228148
2016,5,3,18,19.39805405
2016,5,3,19,24.8009442
2016,5,3,20,29.3204319
2016,5,3,21,33.2568677
2016,5,3,22,36.48875225
2016,5,3,23,37.98034745
2016,5,3,24,38.6598203
2016,5,4,1,39.9858765
2016,5,4,2,40.95848245
2016,5,4,3,42.19354355
2016,5,4,4,42.4672385
2016,5,4,5,41.7150189
2016,5,4,6,41.31162545
2016,5,4,7,42.6328959
2016,5,4,8,43.43714795
2016,5,4,9,40.48157645
2016,5,4,10,33.6848651
2016,5,4,11,29.8219938
2016,5,4,12,32.5394996
2016,5,4,13,35.4582224
2016,5,4,14,37.4066885
2016,5,4,15,36.5874072
2016,5,4,16,35.7004065
2016,5,4,17,35.35118585
2016,5,4,18,36.47278435
2016,5,4,19,38.79131915
2016,5,4,20,40.40656365
2016,5,4,21,40.2818885
2016,5,4,22,39.631198
2016,5,4,23,38.07315005
